id,observed_on,latitude,longitude,species,life_history,year,month,doy,winter.year,winter.month,winter.day,year.factor,res,winter.year.prism,tmean_1,tmean_2,tmean_3,tmean_4,tmean_5,tmean_6,tmean_7,tmean_8,tmean_9,tmean_10,tmean_11,tmean_12,ppt_1,ppt_2,ppt_3,ppt_4,ppt_5,ppt_6,ppt_7,ppt_8,ppt_9,ppt_10,ppt_11,ppt_12,precip,temp,elevation
10689678,2018-04-03,45.022825,-123.14616,Geranium lucidum,annual,2018,4,93,2018,8,213,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1043.716012954712,9.405333757400513,123
10948204,2018-04-03,44.0089712177,-122.9772435129,Camassia leichtlinii,perennial,2018,4,93,2018,8,213,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,876.0649976730347,9.25077814526028,192
10607221,2018-04-03,44.400732498000004,-123.3386267148,Iris tenax,perennial,2018,4,93,2018,8,213,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,134
10709269,2018-04-03,45.02289,-123.146138,Geranium lucidum,annual,2018,4,93,2018,8,213,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1043.716012954712,9.405333757400513,123
18713675,2018-04-03,46.4564848084,-122.8381353851,Adelinia grandis,perennial,2018,4,93,2018,8,213,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,965.6060054302216,9.135000361336601,65
10622496,2018-04-04,45.1678027877,-123.1847681959,Brassica rapa,annual,2018,4,94,2018,8,214,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,948.7059888839722,9.841667069329155,53
106156912,2018-04-06,44.5757016286,-123.3409663991,Adelinia grandis,perennial,2018,4,96,2018,8,216,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1103.295991897583,9.1434449089898,170
10671280,2018-04-06,43.9945616667,-123.0979388333,Adelinia grandis,perennial,2018,4,96,2018,8,216,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,805.0940065383911,9.090889241960314,287
10673035,2018-04-06,45.422456088,-122.555213606,Adelinia grandis,perennial,2018,4,96,2018,8,216,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1015.1909837722778,10.558889442019993,94
10684642,2018-04-07,45.4299160295,-122.5816158982,Geranium lucidum,annual,2018,4,97,2018,8,217,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,998.4539833068848,10.704000473022461,55
10778897,2018-04-07,44.6633360645,-123.2305641729,Camassia leichtlinii,perennial,2018,4,97,2018,8,217,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1133.6330003738403,9.04533380932278,170
11035320,2018-04-07,44.415486,-123.332348,Collinsia grandiflora,annual,2018,4,97,2018,8,217,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,141
10684942,2018-04-07,45.4277802537,-122.5822876128,Ranunculus occidentalis,perennial,2018,4,97,2018,8,217,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,998.4539833068848,10.704000473022461,55
10774137,2018-04-07,44.4142167365,-123.3295798325,Iris tenax,perennial,2018,4,97,2018,8,217,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,141
10778831,2018-04-07,44.6605929894,-123.2336103476,Ranunculus occidentalis,perennial,2018,4,97,2018,8,217,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1133.6330003738403,9.04533380932278,170
11035233,2018-04-07,44.407958,-123.339472,Iris tenax,perennial,2018,4,97,2018,8,217,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,134
11221600,2018-04-08,44.576912,-123.344386,Adelinia grandis,perennial,2018,4,98,2018,8,218,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1103.295991897583,9.1434449089898,202
37620655,2018-04-08,45.5450612266,-122.4721231161,Tellima grandiflora,perennial,2018,4,98,2018,8,218,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,969.5179996490479,10.303000609079996,33
10732916,2018-04-09,45.4690900678,-122.6616636013,Geranium lucidum,annual,2018,4,99,2018,8,219,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,946.2060117721558,10.620778242746988,31
10764260,2018-04-09,45.7685203552,-122.785774231,Brassica rapa,annual,2018,4,99,2018,8,219,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,900.1830043792725,9.59777824083964,4
10730245,2018-04-09,44.610271887,-123.2807394863,Adelinia grandis,perennial,2018,4,99,2018,8,219,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1216.363977432251,9.060222546259562,192
10733910,2018-04-09,44.2642664211,-123.3269808536,Lomatium utriculatum,perennial,2018,4,99,2018,8,219,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1003.403021812439,9.024444897969564,167
10734888,2018-04-09,44.5627977565,-123.3299739143,Ranunculus occidentalis,perennial,2018,4,99,2018,8,219,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1103.295991897583,9.1434449089898,120
10768826,2018-04-09,44.41743,-123.3244383333,Ranunculus occidentalis,perennial,2018,4,99,2018,8,219,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,90
13443678,2018-04-09,44.043575,-123.0271388333,Iris tenax,perennial,2018,4,99,2018,8,219,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,813.6429920196533,9.343333827124702,150
10760445,2018-04-10,46.8690015928,-123.0586187075,Collinsia grandiflora,annual,2018,4,100,2018,8,220,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1395.8939986228943,8.350667079289755,44
10767109,2018-04-10,47.4076881409,-122.2645645142,Brassica rapa,annual,2018,4,100,2018,8,220,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,941.3740110397339,10.051111645168728,19
10766072,2018-04-10,45.43723868,-122.60840649,Geranium dissectum,annual,2018,4,100,2018,8,220,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,993.2600078582764,10.676000383165148,45
10779361,2018-04-10,47.7718677778,-122.2449413889,Geranium dissectum,annual,2018,4,100,2018,8,220,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1034.4209985733032,8.829111523098415,56
37620666,2018-04-12,44.0711549419,-122.979915687,Iris tenax,perennial,2018,4,102,2018,8,222,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,911.9690051078796,9.206333610746595,161
37620659,2018-04-12,44.1139708098,-122.9862335532,Camassia leichtlinii,perennial,2018,4,102,2018,8,222,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1333.8990035057068,8.530444807476467,415
10879693,2018-04-13,44.5817438547,-123.2940030098,Camassia leichtlinii,perennial,2018,4,103,2018,8,223,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,997.5439910888672,9.309333827760485,91
10904546,2018-04-13,44.3994416667,-123.3120583333,Iris tenax,perennial,2018,4,103,2018,8,223,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,866.6690006256104,9.391555892096626,91
10932336,2018-04-13,43.73182,-123.0411388333,Iris tenax,perennial,2018,4,103,2018,8,223,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,956.8739967346191,8.936667203903198,343
256061467,2018-04-13,44.0943481537,-123.1446950459,Brassica rapa,annual,2018,4,103,2018,8,223,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,823.527997970581,9.047444952858818,122
10912136,2018-04-14,44.6208568,-122.7926827,Geranium lucidum,annual,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1020.2239990234375,9.180889315075344,125
10914352,2018-04-14,47.3609866534,-122.1026785859,Brassica rapa,annual,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1106.8359966278076,8.881555954615274,131
10915694,2018-04-14,44.0227222257,-123.0990264473,Camassia leichtlinii,perennial,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,793.7810072898865,9.133555915620592,162
10921042,2018-04-14,45.3607016243,-122.6157847514,Collinsia grandiflora,annual,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1075.9160151481628,10.568778355916342,87
10931187,2018-04-14,44.5793941393,-123.2977068052,Iris tenax,perennial,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,997.5439910888672,9.309333827760485,104
11001201,2018-04-14,44.3,-122.866667,Collinsia grandiflora,annual,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1847.5049982070923,7.484222597546047,480
12223350,2018-04-14,44.3,-122.866667,Plectritis congesta,annual,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1847.5049982070923,7.484222597546047,480
10912900,2018-04-14,44.5202213243,-123.3000912692,Myosotis discolor,annual,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,848.3319959640503,9.421111742655436,77
10919901,2018-04-14,45.8354360223,-122.7496169234,Ranunculus occidentalis,perennial,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,908.9099960327148,9.421333842807346,30
10925476,2018-04-14,48.04452319,-122.7715713388,Brassica rapa,annual,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,638.2540121078491,7.906000349256727,31
10941086,2018-04-14,48.1365808052,-122.7619678019,Brassica rapa,annual,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,547.9070029258728,8.685222572750515,-2
11030616,2018-04-14,44.6112063211,-123.3323907852,Adelinia grandis,perennial,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1397.3090028762817,9.023111661275228,325
11036842,2018-04-14,44.6150892445,-123.322845062,Camassia leichtlinii,perennial,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1397.3090028762817,9.023111661275228,281
11253797,2018-04-14,45.83739961,-122.75125536,Ranunculus occidentalis,perennial,2018,4,104,2018,8,224,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,908.9099960327148,9.421333842807346,30
11032610,2018-04-15,48.4913789775,-122.6916217804,Ranunculus occidentalis,perennial,2018,4,105,2018,8,225,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,695.5760040283203,8.805778291490343,-4
10976639,2018-04-15,44.96447905,-123.2592241,Ranunculus occidentalis,perennial,2018,4,105,2018,8,225,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1021.7139964103699,9.64322272936503,82
10989879,2018-04-15,44.5555166667,-123.27507,Tellima grandiflora,perennial,2018,4,105,2018,8,225,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,860.5469899177551,9.391444815529717,71
11059440,2018-04-16,45.3606083333,-122.6188361111,Plectritis congesta,annual,2018,4,106,2018,8,226,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1075.9160151481628,10.568778355916342,87
11076501,2018-04-17,44.5653659245,-123.282690961,Ranunculus occidentalis,perennial,2018,4,107,2018,8,227,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,997.5439910888672,9.309333827760485,74
11125598,2018-04-18,44.0238419641,-123.0990823546,Camassia leichtlinii,perennial,2018,4,108,2018,8,228,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,793.7810072898865,9.133555915620592,162
11128216,2018-04-18,47.68337508,-122.89995347,Geranium lucidum,annual,2018,4,108,2018,8,228,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1112.1710004806519,8.550889359580147,13
11148166,2018-04-18,44.5665399358,-123.3003864159,Camassia leichtlinii,perennial,2018,4,108,2018,8,228,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,997.5439910888672,9.309333827760485,78
11125666,2018-04-18,44.0236439417,-123.098417502,Camassia leichtlinii,perennial,2018,4,108,2018,8,228,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,793.7810072898865,9.133555915620592,162
11136221,2018-04-18,45.7327905,-122.63599,Tellima grandiflora,perennial,2018,4,108,2018,8,228,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,965.0120024681091,9.08488941192627,70
11184804,2018-04-18,44.0279361667,-123.0824666667,Tellima grandiflora,perennial,2018,4,108,2018,8,228,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,793.7810072898865,9.133555915620592,158
11184913,2018-04-18,44.0281721667,-123.0827945,Myosotis discolor,annual,2018,4,108,2018,8,228,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,793.7810072898865,9.133555915620592,158
33815414,2018-04-18,47.6596751753,-122.426032396,Tellima grandiflora,perennial,2018,4,108,2018,8,228,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,884.3460130691528,9.632000605265299,-48
11199580,2018-04-19,45.5874616499,-122.6601675645,Tellima grandiflora,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,903.8230047225952,10.330111450619167,16
134228118,2018-04-19,48.0971083333,-122.9416733333,Plectritis congesta,annual,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,523.0659966468811,7.919000334209866,-9
147783444,2018-04-19,44.5989874,-123.2692807,Iris tenax,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,967.8800010681152,9.429556104871962,102
11188747,2018-04-19,43.99167619,-123.09821674,Adelinia grandis,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,805.0940065383911,9.090889241960314,287
11192724,2018-04-19,44.55377751,-123.27830922,Camassia leichtlinii,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,860.5469899177551,9.391444815529717,71
11220102,2018-04-19,45.4518249896,-122.870216718,Adelinia grandis,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,883.5550007820129,9.338889360427856,141
11227721,2018-04-19,45.451687692,-122.8702316472,Iris tenax,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,883.5550007820129,9.338889360427856,141
11330522,2018-04-19,44.0520638449,-123.0645561218,Camassia leichtlinii,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,793.7810072898865,9.133555915620592,150
11837685,2018-04-19,45.4495434795,-122.8682425618,Iris tenax,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,883.5550007820129,9.338889360427856,147
13152324,2018-04-19,44.4089130469,-123.3414641407,Iris tenax,perennial,2018,4,109,2018,8,229,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,134
11224257,2018-04-20,44.629105,-123.2686383333,Adelinia grandis,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1051.2319974899292,9.368111504448784,190
11226190,2018-04-20,47.5395095221,-122.3273900406,Brassica rapa,annual,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,950.9919965267181,9.77088933520847,38
11230500,2018-04-20,44.63735387,-123.29257585,Adelinia grandis,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1216.363977432251,9.060222546259562,224
11232357,2018-04-20,44.636579,-123.295805,Adelinia grandis,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1216.363977432251,9.060222546259562,254
11241032,2018-04-20,44.5205743332,-123.294466613,Lupinus bicolor,annual,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,848.3319959640503,9.421111742655436,74
11300296,2018-04-20,44.6369692544,-123.2919206099,Adelinia grandis,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1216.363977432251,9.060222546259562,224
11317115,2018-04-20,44.637245,-123.2926466667,Adelinia grandis,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1216.363977432251,9.060222546259562,224
11321616,2018-04-20,44.5769116667,-123.3271416667,Camassia leichtlinii,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1103.295991897583,9.1434449089898,129
11443691,2018-04-20,44.6171085189,-123.32985538,Adelinia grandis,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1397.3090028762817,9.023111661275228,325
11460602,2018-04-20,44.6509359902,-123.2685900852,Adelinia grandis,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1133.6330003738403,9.04533380932278,226
147783628,2018-04-20,44.6091816,-123.2836571,Camassia leichtlinii,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1216.363977432251,9.060222546259562,192
147786713,2018-04-20,44.4092093493,-123.322067086,Iris tenax,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,91
11223817,2018-04-20,46.9029956125,-123.0497007073,Ranunculus occidentalis,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1543.5649857521057,8.18666704495748,63
106376558,2018-04-20,44.3941557942,-123.320042716,Iris tenax,perennial,2018,4,110,2018,8,230,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,884.9069938659668,9.245333777533638,89
11280741,2018-04-21,44.60691235,-123.27918964,Ranunculus occidentalis,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1216.363977432251,9.060222546259562,192
11286717,2018-04-21,45.2574558784,-123.0756008397,Brassica rapa,annual,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1008.0890097618103,9.66422266430325,165
11346924,2018-04-21,48.4915423731,-122.6924371719,Lomatium utriculatum,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,695.5760040283203,8.805778291490343,-4
11346925,2018-04-21,48.4915423731,-122.6924371719,Plectritis congesta,annual,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,695.5760040283203,8.805778291490343,-4
11346943,2018-04-21,48.4915423731,-122.6924371719,Lomatium utriculatum,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,695.5760040283203,8.805778291490343,-4
11346944,2018-04-21,48.4915423731,-122.6924371719,Plectritis congesta,annual,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,695.5760040283203,8.805778291490343,-4
11346947,2018-04-21,48.4915423731,-122.6924371719,Ranunculus occidentalis,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,695.5760040283203,8.805778291490343,-4
11568786,2018-04-21,44.96721754,-123.2595134899,Camassia leichtlinii,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1021.7139964103699,9.64322272936503,82
11568822,2018-04-21,44.9668202091,-123.2603007182,Ranunculus occidentalis,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1021.7139964103699,9.64322272936503,82
12197890,2018-04-21,44.4199885987,-123.3290148899,Iris tenax,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,141
12287711,2018-04-21,44.4126852157,-123.3321011066,Iris tenax,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,919.4760026931763,9.189444886313545,141
13282545,2018-04-21,44.9687583333,-123.25242,Iris tenax,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,1021.7139964103699,9.64322272936503,82
42405495,2018-04-21,44.0384624601,-122.9579991975,Camassia leichtlinii,perennial,2018,4,111,2018,8,231,2018,4kmM3,2018,,,,,,,,,,,,,,,,,,,,,,,,,856.9730038642883,9.389444828033447,152
