id,observed_on,latitude,longitude,scientific_name
4295590,2016-10-06,45.5874420454,-122.8952072017,Dianthus armeria
4296921,2016-10-06,45.4511953098,-122.8692483902,Geranium lucidum
4345150,2016-06-01,45.3990866667,-122.5020916667,Dianthus armeria
4481292,2016-09-08,45.4609844353,-122.389004007,Dianthus armeria
5276480,2017-03-10,45.5083383333,-122.67222,Geranium lucidum
5467198,2007-04-01,44.6093038079,-123.2796230576,Ranunculus occidentalis
5467554,2007-04-01,44.6093954637,-123.2796874307,Iris tenax
5467568,2008-05-25,44.6094871193,-123.279794719,Iris tenax
5544877,2017-04-02,44.3983345032,-123.3147201538,Iris tenax
5564771,2017-04-03,44.6630083333,-123.2481166667,Geranium lucidum
5593006,2016-04-10,44.6436111111,-123.3227777778,Camassia leichtlinii
5595897,2017-04-06,44.5692679519,-123.3344756161,Iris tenax
5626384,2017-04-09,44.56563566,-123.32912878,Iris tenax
5652402,2017-04-11,44.6150146192,-123.2897641138,Iris tenax
5663845,2017-04-12,44.5657182578,-123.3285224532,Iris tenax
5678952,2017-04-13,44.5672448,-123.3320903,Ranunculus occidentalis
5709243,2017-04-14,44.4136123657,-123.3336105347,Geranium lucidum
5740239,2017-04-15,44.4150872436,-123.3407592775,Iris tenax
5773452,2017-04-16,45.3591751,-122.6181895,Geranium lucidum
5778153,2017-04-14,47.40618418,-122.2654736499,Geranium dissectum
5831364,2017-04-18,44.5763333333,-123.34272,Camassia leichtlinii
5845119,2017-04-18,45.4912975182,-122.525594383,Geranium lucidum
5849267,2017-04-14,45.53118,-122.687425,Geranium lucidum
5860106,2017-04-19,44.5758759539,-123.3274700747,Camassia leichtlinii
5860254,2017-04-19,44.5757592758,-123.3274551716,Ranunculus occidentalis
5900904,2017-04-21,44.6086120605,-123.3366699219,Geranium lucidum
5910740,2017-04-22,44.56606076,-123.32951521,Iris tenax
5910883,2017-04-22,45.5512786098,-122.376754582,Geranium lucidum
5916062,2017-04-22,44.607486,-123.279177,Myosotis discolor
5923558,2017-04-20,43.997322,-122.95774,Camassia leichtlinii
5923813,2017-04-20,43.996705,-122.956495,Ranunculus occidentalis
5924352,2017-04-23,44.561878508,-123.328963006,Camassia leichtlinii
5949103,2017-04-22,44.4914316031,-123.4107619822,Iris tenax
5994541,2017-04-27,44.902578,-123.035888,Camassia leichtlinii
5996651,2017-04-28,44.5655421121,-123.3238813934,Myosotis discolor
6002139,2017-04-11,44.5666781357,-123.3300101769,Iris tenax
6024639,2017-04-28,44.6353913911,-123.3119092847,Geranium lucidum
6026132,2017-04-30,44.6568195709,-123.2336744295,Camassia leichtlinii
6027729,2017-04-22,44.6559779983,-123.2386274636,Camassia leichtlinii
6040392,2017-05-01,45.5082633333,-122.6824333333,Geranium lucidum
6041672,2017-04-30,44.945361,-123.044128,Ranunculus occidentalis
6041849,2017-04-26,44.453389,-123.425903,Iris tenax
6045406,2017-05-01,44.6100542681,-123.3360204846,Iris tenax
6045752,2017-05-01,44.6102790833,-123.3349990845,Camassia leichtlinii suksdorfii
6054767,2017-05-02,44.04761895,-123.07284602,Camassia leichtlinii
6081710,2017-05-03,44.6046630526,-123.3338112665,Camassia leichtlinii
6082131,2017-05-03,44.605707312,-123.333570622,Iris tenax
6094601,2017-05-04,44.56559105,-123.32803603,Ranunculus occidentalis
6097239,2017-05-04,44.4086111111,-123.3169444444,Geranium lucidum
6111059,2017-05-06,44.046617,-123.0736666,Camassia leichtlinii suksdorfii
6114914,2017-05-06,44.56554684,-123.31805439,Geranium lucidum
6115195,2017-05-06,44.5655565,-123.32736851,Myosotis discolor
6119869,2017-05-06,44.53711009,-123.37295006,Camassia leichtlinii
6143959,2017-05-08,45.5359389908,-122.3356003202,Geranium lucidum
6158343,2017-05-09,45.421135,-122.5528666666,Iris tenax
6162864,2017-05-09,43.9949416667,-122.947005,Iris tenax
6162909,2017-05-09,43.9946583333,-122.9458833333,Camassia leichtlinii
6167590,2017-05-10,45.1793823242,-122.5225906372,Camassia leichtlinii
6167838,2017-05-03,44.573901,-123.349578,Iris tenax
6215039,2017-05-10,44.60514488,-123.33235305,Camassia leichtlinii
6215925,2017-05-11,45.4980647714,-122.8413382329,Iris tenax
6230193,2017-05-14,44.7697116667,-123.0777583333,Geranium lucidum
6249221,2017-05-15,45.4771050769,-122.7584838867,Geranium lucidum
6249892,2017-05-16,44.6163883333,-123.3295666667,Myosotis discolor
6249925,2017-05-15,44.29627,-122.9972383333,Camassia leichtlinii suksdorfii
6253450,2017-05-09,44.5921866667,-123.30957,Iris tenax
6253872,2017-05-15,45.4769508552,-122.758510708,Geranium lucidum
6253873,2017-05-15,45.4769659012,-122.758478522,Geranium lucidum
6253874,2017-05-15,45.4769546167,-122.758510708,Geranium lucidum
6267519,2017-05-18,44.6400068751,-123.287683054,Myosotis discolor
6267554,2017-05-18,44.646202925,-123.2832359523,Geranium lucidum
6274885,2017-05-09,44.5713034106,-123.372961208,Myosotis discolor
6276474,2017-05-19,45.4286182998,-122.7734423989,Geranium dissectum
6281829,2017-05-19,44.6086120605,-123.2836074829,Eriophyllum lanatum leucophyllum
6287436,2017-05-20,44.9631983333,-123.2615983333,Iris tenax
6288874,2017-05-20,44.9641386141,-123.26036945,Geranium lucidum
6292430,2017-05-20,44.965508637,-123.1366782975,Geranium lucidum
6309762,2017-05-20,44.96693,-123.2595666667,Geranium lucidum
6315166,2017-05-21,44.565920829,-123.3279148939,Iris tenax
6333279,2017-05-22,45.5090333333,-122.71557,Geranium lucidum
6333280,2017-05-22,45.5102883333,-122.714745,Geranium lucidum
6349176,2017-05-19,44.60865,-123.28363,Iris tenax
6349194,2017-05-19,44.6068616667,-123.2874133333,Myosotis discolor
6351668,2017-04-30,44.6375416667,-123.2914283333,Geranium lucidum
6352885,2017-05-24,44.0603271,-123.0662066,Geranium lucidum
6364039,2017-05-25,44.9633931695,-123.2614354604,Delphinium menziesii
6365784,2017-05-11,44.6424532656,-123.3350345111,Geranium lucidum
6390210,2017-05-27,44.8815848396,-122.622490525,Iris tenax
6403583,2017-05-28,44.05116904,-123.07484997,Geranium lucidum
6407066,2017-05-28,45.4245405458,-122.6033063607,Geranium lucidum
6422349,2017-05-29,44.63823421,-123.29318303,Iris tenax
6437106,2017-05-30,47.4633465428,-122.0682114457,Myosotis discolor
6437674,2017-05-03,44.574925,-123.348012,Myosotis discolor
6484843,2017-06-03,44.55420712,-123.27694624,Geranium dissectum
6485163,2017-06-03,46.8703468843,-123.0513780938,Bellardia viscosa
6489372,2017-06-03,44.4227790833,-123.307220459,Geranium dissectum
6497675,2017-06-04,44.963355,-123.2585666667,Bellardia viscosa
6497813,2017-06-04,44.966678,-123.25844505,Geranium lucidum
6502707,2017-06-03,44.5511573414,-123.2759377455,Iris tenax
6511968,2017-04-08,44.5694444444,-123.3344444444,Iris tenax
6513196,2017-06-05,44.416211634,-123.3179181722,Bellardia viscosa
6516281,2017-06-05,44.42451983,-123.30508767,Bellardia viscosa
6518783,2017-05-19,44.5983416667,-123.2868716667,Ranunculus occidentalis
6518832,2017-05-01,44.6627055556,-123.2582638889,Myosotis discolor
6524595,2017-06-06,44.5767791849,-123.334594723,Wyethia angustifolia
6530026,2017-06-06,44.5762679726,-123.3264218644,Geranium lucidum
6539798,2017-06-07,44.5766498521,-123.3345827368,Bellardia viscosa
6544424,2017-06-07,44.57293503,-123.32988843,Ranunculus occidentalis
6545553,2017-05-27,44.6363833248,-123.2934239122,Iris tenax
6545717,2017-06-05,44.5717283333,-123.3346116667,Wyethia angustifolia
6548864,2017-05-19,45.2486008695,-122.8918285668,Camassia leichtlinii
6553844,2017-05-21,45.4713265023,-122.5425792407,Camassia leichtlinii
6560466,2017-06-06,44.5763383333,-123.3371583333,Bellardia viscosa
6567909,2017-06-09,44.5769678,-123.33353541,Dianthus armeria
6568511,2017-06-09,44.57178141,-123.33471564,Wyethia angustifolia
6571485,2017-06-09,44.6205555556,-123.2986111111,Eriophyllum lanatum leucophyllum
6585176,2017-06-10,45.5780533333,-122.7411416667,Bellardia viscosa
6637324,2017-06-13,45.2974432862,-122.940241456,Bellardia viscosa
6726378,2017-06-19,45.5162666667,-122.791305,Bellardia viscosa
6798851,2017-05-10,46.2951833333,-122.8197783333,Iris tenax
6844220,2017-06-28,44.6036111111,-123.3247222222,Centaurium erythraea
6848037,2017-06-29,44.0799582191,-123.2333594376,Centaurium erythraea
6866329,2017-06-30,47.7623883333,-122.6642083333,Centaurium erythraea
6942862,2017-06-16,45.4524816,-122.8712362,Iris tenax
6963744,2017-07-07,45.3821458,-122.8319435,Centaurium erythraea
7019465,2017-07-11,44.8556520504,-123.228125274,Centaurium erythraea
7069666,2017-07-15,47.6978966667,-122.0516,Centaurium erythraea
7089759,2017-07-16,47.679272792,-122.253305912,Centaurium erythraea
7372041,2017-08-05,45.5987595241,-122.80956991,Centaurium erythraea
7684634,2017-08-27,45.4205278814,-122.5521366071,Centaurium erythraea
7743017,2017-08-20,44.577525,-123.3300166667,Geranium dissectum
8323961,2017-10-08,47.4643516541,-122.1144485474,Dianthus armeria
10426898,2018-03-25,44.004575,-122.9812616667,Ranunculus occidentalis
10501196,2016-07-01,44.6344682,-123.2613252,Lysimachia arvensis
10529795,2018-03-31,48.49155179,-122.6940568,Ranunculus occidentalis
10573041,2018-04-02,44.0291359742,-123.0852926151,Ranunculus occidentalis
10607221,2018-04-03,44.400732498,-123.3386267148,Iris tenax
10627104,2018-03-31,44.00713055,-122.98095,Camassia leichtlinii
10684942,2018-04-07,45.4277802537,-122.5822876128,Ranunculus occidentalis
10709269,2018-04-03,45.02289,-123.146138,Geranium lucidum
10734888,2018-04-09,44.5627977565,-123.3299739143,Ranunculus occidentalis
10766072,2018-04-10,45.43723868,-122.60840649,Geranium dissectum
10768826,2018-04-09,44.41743,-123.3244383333,Ranunculus occidentalis
10774137,2018-04-07,44.4142167365,-123.3295798325,Iris tenax
10778831,2018-04-07,44.6605929894,-123.2336103476,Ranunculus occidentalis
10779361,2018-04-10,47.7718677778,-122.2449413889,Geranium dissectum
10904546,2018-04-13,44.3994416667,-123.3120583333,Iris tenax
10912900,2018-04-14,44.5202213243,-123.3000912692,Myosotis discolor
10919901,2018-04-14,45.8354360223,-122.7496169234,Ranunculus occidentalis
10925476,2018-04-14,48.04452319,-122.7715713388,Brassica rapa
10932336,2018-04-13,43.73182,-123.0411388333,Iris tenax
10941086,2018-04-14,48.1365808052,-122.7619678019,Brassica rapa
10976639,2018-04-15,44.96447905,-123.2592241,Ranunculus occidentalis
11035233,2018-04-07,44.407958,-123.339472,Iris tenax
11036842,2018-04-14,44.6150892445,-123.322845062,Camassia leichtlinii
11076501,2018-04-17,44.5653659245,-123.282690961,Ranunculus occidentalis
11125666,2018-04-18,44.0236439417,-123.098417502,Camassia leichtlinii
11184913,2018-04-18,44.0281721667,-123.0827945,Myosotis discolor
11192724,2018-04-19,44.55377751,-123.27830922,Camassia leichtlinii
11223817,2018-04-20,46.9029956125,-123.0497007073,Ranunculus occidentalis
11227721,2018-04-19,45.451687692,-122.8702316472,Iris tenax
11253797,2018-04-14,45.83739961,-122.75125536,Ranunculus occidentalis
11325385,2018-04-22,44.5656666667,-123.3286966667,Iris tenax
11330522,2018-04-19,44.0520638449,-123.0645561218,Camassia leichtlinii
11335434,2018-04-22,44.5771833333,-123.3315366667,Myosotis discolor
11335815,2018-04-22,44.575,-123.3460166667,Iris tenax
11336086,2018-04-22,44.5774633333,-123.3299633333,Geranium dissectum
11336287,2018-04-22,44.577195,-123.3284916667,Camassia leichtlinii
11339953,2018-04-22,44.6369705955,-123.2901369409,Geranium lucidum
11340791,2018-04-22,44.5660339622,-123.3045376373,Myosotis discolor
11344719,2018-04-22,44.6048170282,-123.2960856614,Iris tenax
11351420,2018-04-22,44.6726073,-123.221031,Iris tenax
11352003,2018-04-22,44.604825,-123.29615,Iris tenax
11366568,2018-04-23,44.5658464,-123.32898857,Iris tenax
11382483,2018-04-23,44.5717445476,-123.3320299633,Iris tenax
11431457,2018-04-25,44.5674517192,-123.3399055805,Camassia leichtlinii
11432576,2018-04-25,44.0065858886,-122.9791006075,Camassia leichtlinii suksdorfii
11433485,2018-04-25,44.0021222167,-122.9773416667,Iris tenax
11435494,2018-04-25,44.5674531022,-123.3353770059,Iris tenax
11460944,2018-04-25,44.5500445594,-123.2773577234,Camassia leichtlinii
11466348,2018-04-26,44.0045345854,-123.0845216477,Camassia leichtlinii suksdorfii
11469887,2018-04-26,44.537369,-123.280013,Iris tenax
11475313,2018-04-26,46.9043383333,-123.0488055,Ranunculus occidentalis
11478803,2018-04-26,45.3248410051,-122.7444652098,Iris tenax
11511627,2018-04-27,47.8439878347,-122.0119261277,Geranium dissectum
11560627,2018-04-27,45.5047683716,-122.6734924316,Camassia leichtlinii
11630969,2018-04-28,47.7845419,-122.2742948,Myosotis discolor
11638515,2018-04-28,44.0059472167,-122.9807366667,Camassia leichtlinii
11653869,2018-04-28,45.5635956489,-122.6303562709,Geranium lucidum
11658059,2018-04-28,44.0021777833,-122.9773866667,Iris tenax
11659000,2018-04-28,44.0022083333,-122.9775383333,Geranium lucidum
11667595,2018-04-28,44.0236180835,-123.059052732,Iris tenax
11757730,2018-04-29,44.0178662539,-122.9821229541,Geranium lucidum
11758571,2018-04-29,44.0175009286,-122.9824240321,Camassia leichtlinii
11782856,2018-04-29,48.4531423543,-122.6255241876,Delphinium menziesii
11809848,2018-04-29,43.9840487589,-123.090772665,Iris tenax
11837685,2018-04-19,45.4495434795,-122.8682425618,Iris tenax
11855994,2018-04-29,44.5523798118,-123.2745599245,Camassia leichtlinii suksdorfii
11906012,2018-04-30,44.0387708042,-122.8878884019,Camassia leichtlinii suksdorfii
11999946,2018-05-01,45.6004685217,-122.3989269583,Camassia leichtlinii
12010678,2018-05-01,44.39726405,-123.32072513,Myosotis discolor
12014502,2018-05-01,48.0571148837,-122.7680668529,Delphinium menziesii
12024100,2018-05-01,44.5499595674,-123.3008306568,Myosotis discolor
12025687,2018-05-01,47.5449,-122.2931583333,Geranium dissectum
12068716,2018-05-02,44.51737,-123.299155,Iris tenax
12108712,2018-05-03,44.562005,-123.328971,Camassia leichtlinii
12109508,2018-05-03,44.565424,-123.328941,Iris tenax
12112989,2018-04-28,47.0424766541,-122.8293838501,Myosotis discolor
12114315,2018-04-30,47.0422859192,-122.7731323242,Brassica rapa
12136838,2018-05-04,44.020241811,-123.1488198974,Iris tenax
12146335,2018-05-04,44.5617871453,-123.3290573024,Camassia leichtlinii suksdorfii
12174828,2018-05-05,44.5548413974,-123.2703579125,Camassia leichtlinii
12174870,2018-05-05,45.2040175148,-123.1911377295,Geranium lucidum
12185412,2018-05-05,44.5677547817,-123.3334769856,Camassia leichtlinii
12185685,2018-04-30,47.0424156189,-122.7723236084,Myosotis discolor
12185881,2018-04-30,47.041847229,-122.7722702026,Myosotis discolor
12193631,2018-05-05,44.4192283333,-123.3283783333,Sidalcea malviflora
12220506,2018-05-04,44.5672448,-123.3320903,Iris tenax
12225270,2018-05-06,45.3628248354,-122.6327177658,Geranium lucidum
12246006,2018-05-07,45.3845512821,-122.7407533956,Geranium lucidum
12268723,2018-05-08,48.4614924901,-122.5712300745,Myosotis discolor
12275136,2018-05-08,44.60863,-123.2834866667,Iris tenax
12278959,2018-05-05,45.2947466667,-122.8553,Geranium lucidum
12280890,2018-05-08,45.0632645516,-123.0694983435,Geranium lucidum
12287711,2018-04-21,44.4126852157,-123.3321011066,Iris tenax
12287779,2018-04-24,44.60345,-123.28515,Camassia leichtlinii
12298711,2018-05-09,44.6556525166,-123.2296600846,Geranium lucidum
12310970,2018-05-09,44.4183916667,-123.3301616667,Sidalcea malviflora
12320798,2018-05-10,47.2401732998,-122.461145511,Myosotis discolor
12330795,2018-05-08,47.0275650024,-122.9401397705,Myosotis discolor
12344004,2018-05-08,47.0272483826,-122.9428024292,Ranunculus occidentalis
12346056,2018-04-26,44.5772961221,-123.3727444537,Iris tenax
12346093,2018-04-26,44.5719549704,-123.3722412846,Camassia leichtlinii
12358846,2018-04-22,44.5691633333,-123.3340833333,Iris tenax
12365785,2018-05-11,44.4967,-123.3952116667,Myosotis discolor
12374838,2018-05-11,47.4035682678,-122.2691192627,Myosotis discolor
12383677,2018-05-10,45.6768030134,-122.9140456771,Iris tenax
12383765,2018-05-11,47.0039138794,-122.8096008301,Myosotis discolor
12383883,2018-05-11,47.0044745608,-122.8100282326,Myosotis discolor
12391125,2018-05-12,48.3975312051,-122.4935873773,Brassica rapa
12392568,2018-05-12,44.8883368727,-123.0919999817,Geranium lucidum
12395988,2018-05-12,46.86132,-123.0405195,Eriophyllum lanatum
12397856,2018-05-12,44.5660099265,-123.3311013132,Iris tenax
12422431,2018-05-13,45.5138838983,-122.5947551619,Geranium lucidum
12425177,2018-05-13,45.4258861766,-122.3815465999,Iris tenax
12428702,2018-05-13,44.53379919,-123.26278882,Sidalcea malviflora
12433106,2018-05-13,44.0230328,-123.15917798,Iris tenax
12436873,2018-05-13,44.0222698125,-123.1578649768,Iris tenax
12441750,2018-05-12,45.5498428345,-122.3762359619,Geranium lucidum
12448552,2018-05-13,44.53377854,-123.26279938,Iris tenax
12465526,2018-05-13,44.65678,-123.235245,Geranium lucidum
12480883,2018-05-14,44.0198885138,-123.1554106717,Iris tenax
12487941,2018-05-15,45.7036726317,-122.5030815137,Iris tenax
12501830,2018-05-15,44.9669823843,-123.0927403552,Geranium lucidum
12502723,2018-05-15,44.6382716667,-123.2864216667,Geranium lucidum
12506343,2018-05-11,44.0203516667,-123.1061916667,Iris tenax
12506350,2018-05-11,44.0119583333,-123.110855,Camassia leichtlinii suksdorfii
12507336,2018-05-15,46.86722111,-123.0514368,Eriophyllum lanatum integrifolium
12523315,2018-05-16,44.034434861,-123.1654030501,Camassia leichtlinii suksdorfii
12529195,2018-05-16,48.0571263873,-122.7674316807,Delphinium menziesii
12533340,2018-05-15,46.631403224,-123.1693289562,Iris tenax
12536314,2018-05-11,48.7275388889,-122.4868305556,Brassica rapa campestris
12549528,2018-05-13,44.53793986,-123.28445484,Camassia leichtlinii
12549955,2018-05-17,44.5668366667,-123.2894583333,Geranium dissectum
12557389,2018-05-17,44.0529636625,-123.1511085653,Camassia leichtlinii suksdorfii
12563110,2018-05-17,45.3892357182,-122.4463352748,Iris tenax
12563785,2018-05-14,44.1353372438,-123.0277622492,Iris tenax
12564057,2018-05-16,44.89543,-122.88828,Wyethia angustifolia
12567285,2018-05-16,47.4233721129,-122.1709513664,Myosotis discolor
12592707,2018-05-18,44.5388628322,-123.2853147285,Camassia leichtlinii
12607666,2018-05-18,44.331055,-122.8311083333,Camassia leichtlinii
12610011,2018-05-19,44.9631266669,-123.2612913755,Delphinium menziesii
12613839,2018-05-19,44.9669008283,-123.2597630193,Geranium lucidum
12626779,2018-05-19,45.5974197388,-122.4005966187,Iris tenax
12644620,2018-05-19,44.9639627056,-123.2614094376,Iris tenax
12646355,2018-05-20,43.99231446,-122.94212332,Camassia leichtlinii
12646625,2018-05-20,45.4267817,-122.55139378,Iris tenax
12650279,2018-05-20,43.99580229,-122.95096654,Bellardia viscosa
12651133,2018-05-20,45.1711010618,-123.1860704623,Eriophyllum lanatum
12654269,2018-05-20,44.7640039409,-122.9056406021,Geranium lucidum
12654941,2018-05-20,44.9461869946,-123.0992238244,Geranium lucidum
12657518,2018-05-20,44.7640039,-122.90564,Bellardia viscosa
12661253,2018-05-01,44.5706081076,-123.3307693107,Iris tenax
12661317,2018-05-01,44.5708325925,-123.3304245256,Camassia leichtlinii
12661694,2018-05-20,44.55108597,-123.27604714,Iris tenax
12665390,2018-04-29,43.984081618,-123.0910831129,Iris tenax
12665483,2018-05-13,45.597995,-122.8089616667,Iris tenax
12665871,2018-05-05,44.6556466667,-123.23217,Camassia leichtlinii
12666137,2018-05-20,44.6074666667,-123.2814866667,Eriophyllum lanatum
12666294,2018-05-05,44.6546633333,-123.2334133333,Myosotis discolor
12666672,2018-05-20,44.608425,-123.29625,Geranium lucidum
12668526,2018-05-11,44.5537706323,-123.2718130946,Geranium lucidum
12678832,2018-05-21,48.6721331533,-122.2624265962,Myosotis discolor
12688077,2018-05-19,44.9639194199,-123.2613877883,Geranium lucidum
12690984,2018-05-19,47.4686851501,-122.1467590332,Geranium dissectum
12711213,2018-05-21,45.4205224208,-122.5521068944,Eriophyllum lanatum
12711456,2018-05-22,46.9031116181,-122.847733386,Eriophyllum lanatum
12717271,2018-05-22,45.5070047267,-122.6878512652,Geranium lucidum
12730162,2018-05-14,48.6916402892,-122.3104476929,Camassia leichtlinii
12749305,2018-05-23,44.5918159595,-123.2981759844,Geranium lucidum
12750701,2018-05-23,45.5818533333,-122.5338883333,Geranium dissectum
12758082,2018-05-23,46.9790043449,-122.3698009552,Bellardia viscosa
12758627,2018-05-23,48.7207245129,-122.5093881414,Myosotis discolor
12783294,2018-05-23,44.7314194444,-123.1528944444,Geranium lucidum
12791755,2018-05-05,44.5755004883,-123.3295669556,Iris tenax
12804478,2018-05-25,47.7532651322,-122.2749307194,Geranium dissectum
12825668,2018-05-25,46.9018173218,-123.0492172241,Ranunculus occidentalis
12834522,2018-05-26,43.9932213,-122.94334306,Camassia leichtlinii
12834525,2018-05-26,43.9931628574,-122.943323292,Camassia leichtlinii
12836518,2018-05-26,43.9934285637,-122.9491490499,Ranunculus occidentalis
12846878,2018-05-23,48.7208133333,-122.5094183333,Myosotis discolor
12850671,2018-05-26,44.9663116667,-123.2575083333,Geranium lucidum
12865013,2018-05-27,45.1710916406,-123.1859334375,Eriophyllum lanatum
12870792,2018-05-27,44.5727833,-123.32580006,Bellardia viscosa
12871756,2018-05-27,44.60503568,-123.23757334,Geranium dissectum
12899913,2018-05-26,44.9692074029,-123.2541354647,Geranium lucidum
12903166,2018-05-28,44.418645,-123.3295366667,Bellardia viscosa
12907031,2018-05-28,45.4603670212,-122.8215437104,Geranium lucidum
12912073,2018-05-26,44.577484,-123.329955,Geranium dissectum
12914099,2018-05-19,44.9655571,-123.2618807,Iris tenax
12914808,2018-05-28,44.8402332284,-123.0320231708,Geranium lucidum
12917149,2018-05-27,44.577133,-123.33253,Wyethia angustifolia
12934297,2017-04-30,44.0057781,-122.9643784,Camassia leichtlinii suksdorfii
12965365,2018-05-30,44.5664144587,-123.3278564272,Geranium dissectum
12988307,2018-05-31,45.2581172297,-123.074289607,Eriophyllum lanatum
12991199,2018-05-31,45.2581414953,-123.074455904,Eriophyllum lanatum
12994482,2018-05-31,45.2583292608,-123.0741889709,Eriophyllum lanatum
12994592,2018-05-31,47.4062271118,-122.2645492554,Bellardia viscosa
12999606,2018-05-31,45.2854546812,-123.0230926072,Geranium lucidum
13016247,2018-05-31,45.2459917,-123.1107874,Eriophyllum lanatum integrifolium
13016393,2018-06-01,44.031911278,-123.1780032763,Eriophyllum lanatum
13025277,2018-05-22,44.5604954678,-123.2892601937,Sidalcea malviflora
13038962,2013-05-05,45.42666667,-122.5525,Iris tenax
13046861,2018-06-02,44.5660120435,-123.308798913,Bellardia viscosa
13060194,2018-06-02,48.0445455162,-122.7716060893,Brassica rapa
13061943,2018-06-02,48.1097330992,-122.7753229627,Myosotis discolor
13084131,2018-06-03,45.5519825221,-122.6001373307,Geranium lucidum
13092337,2018-06-03,44.96466522,-123.25987783,Bellardia viscosa
13099876,2018-06-03,44.8790485862,-122.8779937742,Bellardia viscosa
13100733,2018-06-03,44.539384,-123.2499541,Geranium dissectum
13124063,2018-06-04,44.5752866667,-123.3266966667,Bellardia viscosa
13134197,2018-06-04,44.5784633333,-123.3278666667,Bellardia viscosa
13152324,2018-04-19,44.4089130469,-123.3414641407,Iris tenax
13158089,2018-06-05,44.59912095,-123.31508822,Eriophyllum lanatum
13164597,2018-06-05,44.568016105,-123.3296565856,Bellardia viscosa
13165204,2018-06-04,45.4849510193,-122.3800811768,Geranium lucidum
13168124,2018-05-29,47.6568666667,-122.2925555556,Geranium dissectum
13191407,2018-06-06,44.5628545919,-123.3297548316,Dianthus armeria
13194764,2018-06-06,44.56168,-123.3291633333,Dianthus armeria
13196460,2018-06-06,44.5638466667,-123.3301783333,Bellardia viscosa
13198098,2018-06-06,44.5636716667,-123.3304366667,Eriophyllum lanatum
13204678,2018-06-06,44.5619331161,-123.3288179991,Bellardia viscosa
