This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"F7006","FW7006 Fort",-84.3735,40.3570,287,"MESOWEST","225240"
"C1532","CW1532 New L",-72.1322,41.3460,19,"MESOWEST","225242"
"F7176","FW7176 Nipom",-120.4968,35.0340,110,"MESOWEST","225245"
"C0529","CW0529 West",-86.3840,36.3815,174,"MESOWEST","225248"
"F4614","FW4614 Flore",-87.7982,34.8407,172,"MESOWEST","225249"
"E1186","EW1186 Misen",-80.2903,35.4707,195,"MESOWEST","225250"
"AU364","W2PJ Manlius",-75.9412,43.0085,301,"MESOWEST","225251"
"C7364","CW7364 Green",-97.4883,33.3855,275,"MESOWEST","225254"
"E3156","EW3156 Hoove",-86.8000,33.4000,187,"MESOWEST","225255"
"AV463","NT2C Falmout",-77.4115,38.3170,61,"MESOWEST","225256"
"E3859","EW3859 Key L",-80.3715,25.1703,2,"MESOWEST","225257"
"D2607","DW2607 Silve",-122.6685,47.6830,120,"MESOWEST","225258"
"C5071","CW5071 Ozark",-93.2355,37.0847,386,"MESOWEST","225263"
"F3640","FW3640 Holly",-78.8620,35.6424,118,"MESOWEST","225264"
"E9996","EW9996 Altoo",-78.3513,40.4283,326,"MESOWEST","225267"
"F7335","FW7335 Rolla",-91.7195,37.9872,364,"MESOWEST","225270"
"AV637","K4MDI Seneca",-82.9940,34.6540,259,"MESOWEST","225271"
"AV314","W0QQ De Soto",-94.9422,38.9660,288,"MESOWEST","225272"
"F2355","KX4BE Chatta",-85.2867,35.1020,272,"MESOWEST","225274"
"AU710","W6BWJ Gilroy",-121.5983,36.9920,122,"MESOWEST","225275"
"C8524","CW8524 Texli",-103.0245,36.3782,1430,"MESOWEST","225276"
"E3585","EW3585 Senec",-82.9000,34.6000,222,"MESOWEST","225277"
"E5728","EW5728 Graso",-76.2030,38.9198,1,"MESOWEST","225278"
"E5788","EW5788 Stony",-72.7520,41.2495,1,"MESOWEST","225281"
"F2865","FW2865 Park",-111.5688,40.7422,1970,"MESOWEST","225282"
"E2847","EW2847 Lebel",-76.9750,49.0538,300,"MESOWEST","225285"
"C7876","CW7876 Port",-82.4245,43.0116,183,"MESOWEST","225286"
"F2761","FW2761 Fresn",-119.9803,36.7878,81,"MESOWEST","225287"
"E8182","EW8182 Ridge",-84.1633,39.5280,285,"MESOWEST","225289"
"E9486","EW9486 Kings",-88.0889,45.7885,335,"MESOWEST","225290"
"F3926","FW3926 Lead",-103.7433,44.3542,1551,"MESOWEST","225292"
"C9659","CW9659 Glasg",-85.8777,36.8992,235,"MESOWEST","225294"
"D5434","DW5434 Heppn",-119.7312,45.2497,792,"MESOWEST","225295"
"E5537","EW5537 Pacif",-118.5212,34.0422,91,"MESOWEST","225297"
"C0500","CW0500 Ashbu",-71.9663,42.6803,352,"MESOWEST","225302"
"F6924","FW6924 Punta",-82.0345,27.0145,9,"MESOWEST","225303"
"D0345","DW0345 Chats",-118.5923,34.2432,279,"MESOWEST","225308"
"F0786","FW0786 Montp",-72.5678,45.2620,203,"MESOWEST","225309"
"F7131","FW7131 Mesa",-111.6945,33.4393,442,"MESOWEST","225310"
"E6508","EW6508 Belle",-82.8105,27.9478,16,"MESOWEST","225313"
"F6246","NQ9B San Ant",-98.7290,29.4782,298,"MESOWEST","225315"
"F7296","FW7296 Puyal",-122.2317,47.1542,32,"MESOWEST","225319"
"F7211","FW7211 Annap",-76.4291,39.0139,8,"MESOWEST","225321"
"F6994","FW6994 Middl",-89.5453,40.0708,174,"MESOWEST","225323"
"E5299","EW5299 Madis",-78.3000,38.4000,380,"MESOWEST","225324"
"E5543","EW5543 Camil",-76.3278,43.0398,236,"MESOWEST","225325"
"F4573","FW4573 Saint",-81.2848,28.2007,25,"MESOWEST","225327"
"F7181","FW7181 Kerse",-78.6425,41.3223,499,"MESOWEST","225329"
"E2549","EW2549 Arvad",-105.1677,39.8363,1712,"MESOWEST","225332"
"C2157","CW2157 Saint",-76.2522,38.7819,0,"MESOWEST","225334"
"C2900","CW2900 Yucca",-116.4067,34.1900,1078,"MESOWEST","225341"
"D8849","DW8849 Port",-96.7315,28.6003,9,"MESOWEST","225343"
"D5727","DW5727 Millb",-78.4620,44.1477,244,"MESOWEST","225344"
"F4238","FW4238 La Ho",-122.2253,37.2888,386,"MESOWEST","225345"
"D2629","DW2629 Snoho",-122.0870,47.9363,56,"MESOWEST","225350"
"D6062","DW6062 Shelb",-82.6555,40.8900,333,"MESOWEST","225351"
"D9477","DW9477 Minde",-116.7679,44.2768,716,"MESOWEST","225352"
"F5988","FW5988 Charl",-78.4808,37.9847,438,"MESOWEST","225354"
"D9017","DW9017 Wheat",-105.1140,39.7737,1651,"MESOWEST","225355"
"E7517","EW7517 Portl",-122.5850,45.5217,86,"MESOWEST","225356"
"E1697","EW1697 Paici",-121.2167,36.6955,264,"MESOWEST","225358"
"E1556","EW1556 Maupi",-121.2283,45.1458,582,"MESOWEST","225359"
"AU557","AA6MV Bisbee",-110.0092,31.4117,1450,"MESOWEST","225362"
"F1329","FW1329 Tempe",-111.9135,33.3982,360,"MESOWEST","225363"
"F6368","FW6368 Tampa",-82.4995,28.0457,21,"MESOWEST","225364"
"E8199","EW8199 Phild",-75.1510,39.9437,12,"MESOWEST","225367"
"E6555","EW6555 Conco",-121.9513,37.9617,106,"MESOWEST","225370"
"E9935","EW9935 Belli",-122.5000,48.7000,1,"MESOWEST","225374"
"D4312","DW4312 Glend",-118.2588,34.2453,619,"MESOWEST","225375"
"D7348","DW7348 Thoma",-84.3336,32.8869,211,"MESOWEST","225378"
"C5218","CW5218 Olymp",-122.8535,46.9833,58,"MESOWEST","225379"
"D9627","DW9627 Lyle",-121.2169,45.7339,458,"MESOWEST","225380"
"E2701","EW2701 Gulfp",-89.0752,30.4960,29,"MESOWEST","225381"
"AT096","SVFLIR Phoen",-112.0173,33.7233,508,"MESOWEST","225383"
"E0183","EW0183 Leave",-94.9498,39.2850,265,"MESOWEST","225385"
"E3376","EW3376 Macon",-83.6500,32.8286,132,"MESOWEST","225386"
"E8955","EW8955 Belle",-79.7928,40.1497,303,"MESOWEST","225390"
"E7419","EW7419 South",-111.9723,40.5688,1408,"MESOWEST","225391"
"D8397","DW8397 Westo",-72.7800,43.2700,450,"MESOWEST","225393"
"F2663","FW2663 Timbe",-79.2713,37.3225,262,"MESOWEST","225398"
"F5138","FW5138 Mud B",-102.5657,44.8655,800,"MESOWEST","225399"
"AR720","NV0N-1 Longm",-105.0673,40.1944,1529,"MESOWEST","225400"
"E7655","EW7655 Eleph",-107.1973,33.2580,1372,"MESOWEST","225406"
"AS123","WB5CON Corin",-88.5098,34.9325,143,"MESOWEST","225410"
"C3668","CW3668 Black",-104.6612,39.0933,2281,"MESOWEST","225411"
"F1650","FW1650 Bozem",-111.0980,45.5817,1631,"MESOWEST","225413"
"AT898","KK4XZ Shallo",-78.3739,33.9315,13,"MESOWEST","225416"
"F5376","FW5376 Seatt",-122.2645,47.5038,107,"MESOWEST","225417"
"F1331","FW1331 Casa",-111.7435,32.8938,461,"MESOWEST","225418"
"C8738","CW8738 Reno",-119.6427,39.8308,1344,"MESOWEST","225419"
"C5084","CW5084 Tully",-76.1095,42.8090,415,"MESOWEST","225422"
"F3861","FW3861 East",-73.6730,40.6300,4,"MESOWEST","225424"
"E6890","EW6890 Portl",-122.7028,45.4887,193,"MESOWEST","225427"
"AS272","WA3AFS Voorh",-73.9663,42.6183,139,"MESOWEST","225429"
"F4036","FW4036 Leesb",-77.6357,39.0980,183,"MESOWEST","225431"
"F6402","FW6402 Clack",-122.5158,45.4142,100,"MESOWEST","225432"
"F2196","FW2196 West",-80.3100,26.8063,13,"MESOWEST","225433"
"F5223","FW5223 Hazel",-121.1227,45.5915,147,"MESOWEST","225435"
"E9296","EW9296 Okemo",-84.4535,42.7140,264,"MESOWEST","225436"
"F0266","FW0266 Clays",-79.2507,40.0557,862,"MESOWEST","225437"
"F5790","FW5790 Buckn",-85.4615,38.3703,247,"MESOWEST","225442"
"AU161","AC4VM Winche",-84.1683,35.7967,267,"MESOWEST","225443"
"C7241","CW7241 Patas",-82.6360,40.0153,366,"MESOWEST","225447"
"C1323","CW1323 Hager",-77.6978,39.6403,165,"MESOWEST","225449"
"D2176","DW2176 Nesco",-75.9538,41.0767,513,"MESOWEST","225450"
"E4329","EW4329 Ellis",-112.4415,46.5657,1541,"MESOWEST","225451"
"D3795","DW3795 Danvi",-79.2672,36.5812,154,"MESOWEST","225455"
"C4869","CW4869 Casev",-83.3842,43.9103,182,"MESOWEST","225457"
"D1274","DW1274 Jacks",-81.8671,30.2950,24,"MESOWEST","225459"
"E6603","EW6603 Dyke",-78.4600,38.2542,149,"MESOWEST","225460"
"D9160","DW9160 Dorri",-121.9263,41.9638,1301,"MESOWEST","225463"
"C6135","CW6135 Bayfi",-107.5361,37.2117,2127,"MESOWEST","225466"
"F2489","FW2489 Los O",-120.8297,35.3235,27,"MESOWEST","225467"
"E4185","EW4185 Lowde",-118.5397,46.0405,163,"MESOWEST","225471"
"D4847","DW4847 Becke",-73.1321,42.2591,420,"MESOWEST","225476"
"AP677","NR0A-4 Norfo",-97.4523,42.0372,499,"MESOWEST","225477"
"D5249","DW5249 Folks",-81.9877,30.8505,27,"MESOWEST","225478"
"D2050","DW2050 Tigar",-122.8015,45.4145,137,"MESOWEST","225480"
"C9638","CW9638 Platt",-96.0142,41.0455,306,"MESOWEST","225485"
"D5051","DW5051 East",-70.0278,41.7160,18,"MESOWEST","225486"
"F4008","FW4008 Coeur",-116.8130,47.7217,688,"MESOWEST","225489"
"E5425","EW5425 Owen",-80.9383,44.5522,177,"MESOWEST","225493"
"D6891","DW6891 Wynac",-122.1372,47.3033,137,"MESOWEST","225495"
"F2406","FW2406 Belle",-122.1113,47.6333,84,"MESOWEST","225496"
"E4360","EW4360 Willc",-109.9787,32.4203,1308,"MESOWEST","225498"
"F3190","FW3190 Oakla",-122.1327,37.7507,195,"MESOWEST","225499"
"F6170","FW6170 Valri",-82.2485,27.8697,18,"MESOWEST","225500"
"E5112","EW5112 Jacks",-122.9913,42.1692,601,"MESOWEST","225501"
"F7196","FW7196 Merid",-72.2750,43.5160,289,"MESOWEST","225503"
"E1914","EW1914 Portl",-122.6531,45.5373,46,"MESOWEST","225506"
"C7945","CW7945 Chalf",-75.2205,40.2930,107,"MESOWEST","225507"
"F1204","FW1204 Junct",-96.7782,38.9657,400,"MESOWEST","225508"
"D4219","DW4219 Enter",-113.7114,37.5717,1627,"MESOWEST","225509"
"E1728","EW1728 Garne",-78.5445,35.6450,100,"MESOWEST","225511"
"F0745","FW0745 Guaym",-110.5680,28.1260,62,"MESOWEST","225512"
"F7102","FW7102 Yorba",-117.7717,33.8950,187,"MESOWEST","225514"
"D3640","DW3640 San D",-117.1085,32.7743,114,"MESOWEST","225515"
"C2654","CW2654 Corbe",-122.2000,45.5000,292,"MESOWEST","225516"
"F5226","FW5226 Shosh",-108.1147,43.2437,1468,"MESOWEST","225522"
"D1996","DW1996 Lagun",-97.2928,26.1048,2,"MESOWEST","225524"
"E2752","EW2752 Norfo",-76.2915,36.9092,5,"MESOWEST","225525"
"AV289","KB2FWP Massa",-73.4508,40.6612,5,"MESOWEST","225526"
"F0248","FW0248 Fort",-80.8822,35.0122,173,"MESOWEST","225528"
"F5744","FW5744 Carte",-74.2387,40.5817,10,"MESOWEST","225530"
"D7500","DW7500 Pentw",-86.4265,43.7842,185,"MESOWEST","225532"
"AV260","KC8UZG Clayt",-84.3200,39.8370,286,"MESOWEST","225534"
"F4251","FW4251 Kings",-74.0232,41.9197,95,"MESOWEST","225536"
"E5624","EW5624 Sprin",-92.2513,44.8332,333,"MESOWEST","225539"
"E8295","EW8295 Manch",-72.4962,41.7580,131,"MESOWEST","225541"
"E5655","EW5655 Alamo",-105.9515,32.9337,1365,"MESOWEST","225543"
"D5481","DW5481 Hasti",-98.3857,40.6148,582,"MESOWEST","225545"
"E7704","EW7704 Frede",-104.9743,40.1227,1500,"MESOWEST","225546"
"F4356","FW4356 Franc",-71.8722,43.0277,326,"MESOWEST","225547"
"E1011","EW1011 Pasad",-76.5328,39.1343,13,"MESOWEST","225548"
"F3226","FW3226 Ottaw",-75.6948,45.3973,65,"MESOWEST","225549"
"C9315","CW9315 West",-112.1005,41.1855,1295,"MESOWEST","225551"
"F6165","FW6165 Crown",-77.0750,39.0680,109,"MESOWEST","225552"
"F0633","FW0633 Presc",-112.4622,34.6000,1579,"MESOWEST","225553"
"AT421","N9PBY-2 Rand",-87.9505,43.5481,272,"MESOWEST","225558"
"AU268","KE6OBI Fores",-120.8458,39.0185,918,"MESOWEST","225559"
"C5286","CW5286 Maure",-78.5167,38.9359,311,"MESOWEST","225560"
"D9837","DW9837 New L",-72.1032,41.3430,12,"MESOWEST","225561"
"E9715","EW9715 Pitts",-121.9405,38.0238,25,"MESOWEST","225562"
"F2272","FW2272 San A",-98.6332,29.6455,365,"MESOWEST","225563"
"E7341","EW7341 Burkb",-98.5923,34.0745,321,"MESOWEST","225566"
"E0094","EW0094 Simi",-118.7308,34.2730,288,"MESOWEST","225570"
"E7537","EW7537 Vespe",-89.9500,44.4667,339,"MESOWEST","225571"
"D3793","DW3793 Cove",-117.8090,45.2968,899,"MESOWEST","225574"
"F7404","FW7404 Salem",-83.6010,42.3932,276,"MESOWEST","225579"
"E5989","EW5989 San D",-117.0793,33.0018,300,"MESOWEST","225580"
"AU023","VE3CGR-6 Aur",-79.4635,43.9952,274,"MESOWEST","225581"
"D7745","DW7745 Canyo",-98.2223,29.8631,290,"MESOWEST","225584"
"D2227","DW2227 Milan",-90.5451,41.4237,199,"MESOWEST","225589"
"F7112","FW7112 Sprin",-77.2305,38.7367,75,"MESOWEST","225590"
"E4156","EW4156 Smyrn",-84.5128,33.8858,334,"MESOWEST","225591"
"F5266","FW5266 Sweet",-121.0954,45.4446,455,"MESOWEST","225592"
"E5907","EW5907 Cicer",-76.0808,43.1692,131,"MESOWEST","225595"
"E6414","EW6414 Mill",-122.4655,44.7574,307,"MESOWEST","225596"
"F6618","FW6618 Arlin",-73.1390,43.1062,261,"MESOWEST","225597"
"F2654","FW2654 Hamil",-84.2258,39.3395,237,"MESOWEST","225599"
"C0179","CW0179 Norwa",-73.4032,41.1408,31,"MESOWEST","225601"
"E0200","EW0200 Lodi",-89.5535,43.3756,235,"MESOWEST","225603"
"E1095","EW1095 Denve",-104.6440,39.5500,1871,"MESOWEST","225604"
"D1009","DW1009 Hermo",-118.3962,33.8655,15,"MESOWEST","225606"
"F0443","FW0443 Shing",-120.9212,38.6357,382,"MESOWEST","225607"
"F4323","FW4323 Water",-71.1995,42.3710,22,"MESOWEST","225609"
"AV534","AB8DT-10 Ced",-85.5923,43.1957,258,"MESOWEST","225611"
"F0069","FW0069 Hende",-115.0790,35.9777,804,"MESOWEST","225614"
"E1628","EW1628 Walnu",-122.0355,37.8905,90,"MESOWEST","225616"
"D4464","DW4464 Polla",-120.9803,38.6902,417,"MESOWEST","225619"
"F1215","FW1215 Oakla",-122.2075,37.8323,302,"MESOWEST","225620"
"D0691","DW0691 Phoen",-111.9462,33.6358,453,"MESOWEST","225622"
"E6791","EW6791 Port",-83.0020,44.0470,175,"MESOWEST","225623"
"F4302","FW4302 Pries",-116.8498,48.0868,734,"MESOWEST","225624"
"E6850","EW6850 Merri",-80.6945,28.3653,10,"MESOWEST","225625"
"AV451","AB4CZ-1 Peac",-84.2378,33.9922,298,"MESOWEST","225627"
"F2867","FW2867 Argyl",-97.0668,48.3762,241,"MESOWEST","225628"
"E7685","EW7685 Mount",-81.6178,28.8030,40,"MESOWEST","225630"
"E3265","EW3265 Estes",-105.5064,40.3394,2390,"MESOWEST","225633"
"E6864","EW6864 Jerom",-114.4055,42.6983,1207,"MESOWEST","225638"
"F0064","FW0064 Taos",-105.5777,36.4145,2111,"MESOWEST","225639"
"C6829","CW6829 Yelm",-122.4995,46.8823,166,"MESOWEST","225642"
"E4342","EW4342 Troy",-78.2465,38.0090,133,"MESOWEST","225644"
"F2308","FW2308 Hartw",-82.8713,34.3582,208,"MESOWEST","225645"
"E4346","EW4346 Campt",-71.7033,43.8378,415,"MESOWEST","225649"
"C6086","CW6086 McKin",-96.6602,33.1635,215,"MESOWEST","225650"
"F0886","FW0886 Kansa",-94.5542,39.2377,292,"MESOWEST","225651"
"F3030","FW3030 Sarte",-94.1885,45.6127,325,"MESOWEST","225652"
"F3790","FW3790 Millb",-74.3295,40.7332,112,"MESOWEST","225653"
"F6588","FW6588 Wylie",-96.5855,33.0275,165,"MESOWEST","225654"
"D9750","DW9750 Comfo",-98.8294,29.9831,433,"MESOWEST","225655"
"F2103","FW2103 Owent",-84.8377,38.5338,290,"MESOWEST","225658"
"E2573","EW2573 Hanks",-72.9845,44.2622,506,"MESOWEST","225659"
"C4498","CW4498 Color",-104.8799,38.9221,2133,"MESOWEST","225660"
"D4881","DW4881 Portl",-122.8158,45.5338,90,"MESOWEST","225666"
"E5913","EW5913 Burli",-71.1977,42.4957,60,"MESOWEST","225667"
"E8502","EW8502 Smith",-73.2443,40.8438,41,"MESOWEST","225668"
"E2266","EW2266 Danvi",-121.9788,37.7878,140,"MESOWEST","225669"
"AT107","KG6YVD-10 Ra",-117.1232,33.4151,621,"MESOWEST","225670"
"F0976","FW0976 Anna",-96.5379,33.3313,211,"MESOWEST","225671"
"D3512","DW3512 Frank",-85.0685,44.9032,334,"MESOWEST","225675"
"E8204","EW8204 Avery",-120.3635,38.1987,998,"MESOWEST","225676"
"E5826","EW5826 Bluff",-83.8890,40.8877,258,"MESOWEST","225679"
"E8863","EW8863 Glen",-76.5553,39.1773,14,"MESOWEST","225682"
"AT913","NZ4D-1 Winte",-77.4521,35.5449,23,"MESOWEST","225686"
"F2862","FW2862 Colum",-76.9150,39.1892,139,"MESOWEST","225687"
"C3398","CW3398 Mount",-99.3000,30.2000,662,"MESOWEST","225688"
"C0386","CW0386 Tatum",-103.3362,33.2421,1223,"MESOWEST","225691"
"E9135","EW9135 Brent",-121.7245,37.9670,25,"MESOWEST","225693"
"D4118","DW4118 Sandy",-122.1083,45.3915,381,"MESOWEST","225694"
"D4691","DW4691 Cypre",-95.6975,30.1080,55,"MESOWEST","225695"
"C1744","N1ACB Simpso",-82.6582,34.5619,227,"MESOWEST","225697"
"D4879","DW4879 Farmi",-108.1974,36.7510,1671,"MESOWEST","225698"
"AP780","W5VBQ Lee's",-94.3472,38.9377,290,"MESOWEST","225700"
"E7695","EW7695 Moab",-109.5205,38.5537,1318,"MESOWEST","225701"
"E2724","EW2724 Spart",-81.8903,34.9722,247,"MESOWEST","225702"
"D5828","DW5828 Emera",-92.2624,45.1033,364,"MESOWEST","225703"
"D1980","DW1980 Armon",-73.7082,41.1301,117,"MESOWEST","225704"
"F0824","FW0824 Minne",-93.3222,44.9278,267,"MESOWEST","225706"
"D0929","DW0929 East",-72.4845,42.0800,76,"MESOWEST","225708"
"F0319","FW0319 Mount",-111.6998,40.7533,1738,"MESOWEST","225713"
"AU667","N9MXT-13 Lak",-88.3237,42.1828,266,"MESOWEST","225718"
"E7762","EW7762 Sever",-104.8622,40.5217,1498,"MESOWEST","225719"
"F6098","FW6098 San A",-98.5753,29.5045,305,"MESOWEST","225720"
"AT344","N6MDS Bass L",-119.5627,37.3208,1044,"MESOWEST","225721"
"F6964","FW6964 Thoma",-83.9818,30.8340,83,"MESOWEST","225724"
"D0359","DW0359 Colum",-92.3612,38.9402,218,"MESOWEST","225725"
"AS951","WE3C Fleetwo",-75.8313,40.4135,280,"MESOWEST","225726"
"F1071","FW1071 Bay C",-123.9512,46.6292,4,"MESOWEST","225728"
"E6681","EW6681 Conwa",-92.5345,35.0585,87,"MESOWEST","225729"
"D4159","DW4159 Allam",-74.8447,40.8987,271,"MESOWEST","225731"
"D7032","DW7032 New H",-84.9278,45.4822,232,"MESOWEST","225734"
"D6507","DW6507 Valpa",-86.4868,30.4983,2,"MESOWEST","225737"
"D2781","DW2781 Edmon",-97.5575,35.6378,335,"MESOWEST","225739"
"E0881","EW0881 Missi",-117.6585,33.6087,177,"MESOWEST","225745"
"AU494","WC4PEM-7 Mul",-81.6547,28.2545,57,"MESOWEST","225748"
"C0133","CW0133 Austi",-97.8612,30.1811,232,"MESOWEST","225752"
"D2428","DW2428 Durha",-72.6663,41.4570,116,"MESOWEST","225753"
"F5236","FW5236 Cherr",-121.0283,45.5342,364,"MESOWEST","225755"
"F1508","FW1508 Oil C",-79.7050,41.4395,318,"MESOWEST","225756"
"F5778","FW5778 West",-111.9937,40.5842,1433,"MESOWEST","225758"
"AT112","WD4IXD Littl",-105.0157,39.5124,1744,"MESOWEST","225760"
"E7213","EW7213 Liber",-84.9387,37.3167,246,"MESOWEST","225763"
"C8430","CW8430 Rando",-111.2000,41.7000,1974,"MESOWEST","225764"
"D3250","DW3250 Nanai",-123.9995,49.2358,47,"MESOWEST","225765"
"E2082","EW2082 Harbo",-118.2914,33.8030,16,"MESOWEST","225766"
"F2547","FW2547 Centr",-106.4722,31.7492,1127,"MESOWEST","225767"
"E5598","EW5598 Moyie",-116.1364,48.7310,807,"MESOWEST","225768"
"D6873","DW6873 Hanno",-101.4475,47.1035,659,"MESOWEST","225774"
"F6791","FW6791 Rocky",-94.0885,36.7345,405,"MESOWEST","225776"
"C3066","CW3066 Charl",-84.5262,37.9665,303,"MESOWEST","225777"
"AV576","KG4YZY-1 Eas",-82.6878,28.2587,7,"MESOWEST","225778"
"E4355","EW4355 Berke",-90.3467,38.7258,188,"MESOWEST","225779"
"E0401","EW0401 Bayto",-94.9050,29.8002,10,"MESOWEST","225782"
"D5536","DW5536 Frank",-84.8174,38.2212,229,"MESOWEST","225784"
"F0285","FW0285 Missi",-117.6875,33.6193,133,"MESOWEST","225785"
"E6143","EW6143 Wylie",-96.5540,32.9913,170,"MESOWEST","225786"
"D1347","DW1347 Everg",-105.3472,39.5880,2371,"MESOWEST","225787"
"F1186","FW1186 Kernv",-118.4197,35.7282,797,"MESOWEST","225789"
"E7431","EW7431 Harle",-75.5890,40.4582,264,"MESOWEST","225791"
"E0608","EW0608 Slane",-78.5019,39.3485,235,"MESOWEST","225793"
"E7960","KB2UZY Sprin",-72.5863,42.1246,61,"MESOWEST","225794"
"E1783","EW1783 Sheph",-77.8167,39.4377,124,"MESOWEST","225795"
"F4695","FW4695 Cedar",-91.6362,41.8453,246,"MESOWEST","225796"
"F7271","FW7271 Lafay",-86.8808,40.3935,201,"MESOWEST","225797"
"AT002","KE6JPV Monte",-118.1322,34.0258,71,"MESOWEST","225803"
"D4623","DW4623 Grato",-122.8992,38.4333,87,"MESOWEST","225805"
"D6574","DW6574 Welle",-71.3725,42.2457,68,"MESOWEST","225811"
"E1578","EW1578 Mertz",-75.6835,40.5230,150,"MESOWEST","225814"
"AT881","N2HMM-13 Gle",-74.4880,41.2215,140,"MESOWEST","225815"
"E8046","EW8046 Seatt",-122.4020,47.5820,10,"MESOWEST","225816"
"E7565","EW7565 Marce",-76.3403,42.9908,202,"MESOWEST","225817"
"C5897","CW5897 Aubur",-71.8145,42.2180,216,"MESOWEST","225818"
"E2983","EW2983 Portl",-70.2758,43.6534,43,"MESOWEST","225821"
"AR220","K7RMR Ellens",-120.5140,46.9923,473,"MESOWEST","225822"
"E2631","EW2631 Sioux",-96.1677,43.0640,441,"MESOWEST","225824"
"AU783","WA7V Pendlet",-118.7130,45.6210,430,"MESOWEST","225825"
"D3261","DW3261 Brown",-87.9917,43.1705,211,"MESOWEST","225827"
"E6686","EW6686 Oxfor",-84.7420,39.4988,272,"MESOWEST","225831"
"AP832","WB9TLH-11 Bl",-86.6275,39.0674,292,"MESOWEST","225832"
"E0496","EW0496 Rehob",-75.0970,38.7005,6,"MESOWEST","225834"
"C7410","CW7410 Syrac",-112.0407,41.0677,1294,"MESOWEST","225835"
"C5467","CW5467 Hopki",-85.6803,42.6400,225,"MESOWEST","225836"
"C3728","CW3728 Sattl",-98.2000,29.9000,326,"MESOWEST","225838"
"AV558","KC6SSS Overl",-94.7093,38.9703,327,"MESOWEST","225840"
"C3699","CW3699 Chebo",-84.3328,45.6634,179,"MESOWEST","225845"
"F0430","FW0430 Frion",-102.6037,34.4848,1206,"MESOWEST","225849"
"C9087","CW9087 Port",-77.9429,40.8102,408,"MESOWEST","225850"
"F3241","FW3241 Wayne",-82.9708,35.4605,1262,"MESOWEST","225851"
"F4077","FW4077 Woods",-71.9562,44.1230,253,"MESOWEST","225852"
"D4909","DW4909 Edgem",-80.9802,34.7520,162,"MESOWEST","225854"
"E3194","EW3194 Walla",-77.9932,34.7380,17,"MESOWEST","225855"
"D4712","DW4712 Lewis",-80.0667,36.0833,292,"MESOWEST","225856"
"E1196","EW1196 Brook",-85.0045,39.3535,299,"MESOWEST","225857"
"F0958","FW0958 San D",-117.0665,33.0443,153,"MESOWEST","225860"
"E7173","EW7173 West",-71.7486,42.6760,95,"MESOWEST","225863"
"D6623","DW6623 Corsi",-96.4830,32.1325,132,"MESOWEST","225864"
"E0420","EW0420 Jeffe",-71.8734,42.3655,224,"MESOWEST","225865"
"C5917","CW5917 Orego",-89.3855,42.9212,297,"MESOWEST","225867"
"E0578","EW0578 St. D",-110.0767,31.8595,1396,"MESOWEST","225868"
"E1057","EW1057 Hende",-82.5045,35.2408,694,"MESOWEST","225869"
"C5040","CW5040 Brigg",-104.2830,40.7588,1536,"MESOWEST","225870"
"C3518","CW3518 Sange",-97.3084,33.3414,265,"MESOWEST","225872"
"F4615","FW4615 Colbe",-96.5022,33.8817,210,"MESOWEST","225874"
"AU481","KJ6HT Rivers",-117.4928,33.9503,267,"MESOWEST","225875"
"E9087","EW9087 Aplac",-85.4694,41.0931,256,"MESOWEST","225876"
"C5255","CW5255 Winch",-78.2550,39.2247,274,"MESOWEST","225879"
"C9931","CW9931 Danvi",-87.6513,40.1687,193,"MESOWEST","225880"
"F1563","FW1563 Houst",-95.1344,29.6444,10,"MESOWEST","225881"
"F4468","FW4468 Gig H",-122.5863,47.3505,70,"MESOWEST","225882"
"E0013","EW0013 Longm",-105.1588,40.1453,1538,"MESOWEST","225883"
"C5398","CW5398 Sequi",-122.9746,48.0417,78,"MESOWEST","225884"
"E6987","EW6987 Danbu",-82.7763,41.5350,180,"MESOWEST","225889"
"F4191","FW4191 Leban",-84.2290,39.4247,224,"MESOWEST","225890"
"D0417","DW0417 Bould",-105.2088,40.0553,1586,"MESOWEST","225891"
"D4738","DW4738 Scott",-122.0236,37.0430,175,"MESOWEST","225892"
"AV622","N7CEE Flagst",-111.6450,35.2165,2147,"MESOWEST","225893"
"F6919","FW6919 Kelle",-97.2323,32.9298,205,"MESOWEST","225897"
"AV482","N7DTY Bellin",-122.5292,48.7778,49,"MESOWEST","225898"
"F1671","FW1671 West",-81.1372,33.9353,62,"MESOWEST","225899"
"AU978","NO1K Brandon",-73.0580,43.8175,171,"MESOWEST","225900"
"E2167","EW2167 Lawre",-84.9179,39.1242,256,"MESOWEST","225902"
"F2518","FW2518 Polkv",-81.6442,35.4142,329,"MESOWEST","225903"
"F4785","FW4785 Markh",-96.0650,28.9748,19,"MESOWEST","225904"
"D6197","DW6197 Brass",-83.9701,35.0206,563,"MESOWEST","225905"
"D6241","DW6241 Marys",-122.1531,48.1217,29,"MESOWEST","225908"
"AT970","KF2XN Grand",-78.9480,43.0362,177,"MESOWEST","225910"
"F6635","FW6635 Willi",-81.4245,33.3870,93,"MESOWEST","225911"
"E1407","EW1407 Warsa",-85.7679,41.3294,267,"MESOWEST","225914"
"F6634","FW6634 Pheni",-78.7388,37.0353,160,"MESOWEST","225915"
"D9125","DW9125 Albur",-73.2517,44.9631,37,"MESOWEST","225918"
